actual_fraud,prediction,fraud_probability,prediction_confidence,prediction_correct,predicted_fraud,decision_margin,entropy_certainty,tree_agreement,tree_probability_std,support__customer_previous_transaction_count,support__merchant_previous_transaction_count,support__category_previous_transaction_count,support__customer_merchant_previous_transaction_count,support__customer_category_previous_transaction_count,confidence_level
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998353031225621,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.803716782724154,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9990086355423294,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.7094162471738483,0.7440521830119051,0.0,0.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9996808747891273,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Very High
0,0,0.0,0.9998148921296424,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.6617702156762333,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998562705179083,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9691593366432123,1.0,Very High
0,0,0.0,0.9996948767653607,1,0,1.0,0.9999999999586942,1.0,0.0,0.7003034048700585,1.0,1.0,0.5931053518233621,0.5720575413637166,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998461345404732,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8863670863981864,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998071853130684,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.6122101975927827,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998475675265238,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8977350992588877,1.0,Very High
0,0,0.0,0.9998438204131811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8682305306062001,1.0,Very High
0,0,0.0,0.9998394312299129,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8345574460809417,1.0,Very High
0,0,0.0,0.999775557394317,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.4276627979043038,1.0,Very High
0,0,0.0,0.9998597606423466,1,0,1.0,0.9999999999586942,1.0,0.0,0.9974474344242616,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998348412785539,1,0,1.0,0.9999999999586942,1.0,0.0,0.9842277742014851,1.0,1.0,0.9189653655918778,0.8863536065266567,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998108494209137,1,0,1.0,0.9999999999586942,1.0,0.0,0.8451876172642316,1.0,1.0,0.8618652693318875,0.8312798484199354,Very High
0,0,0.0,0.9998562705179083,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9691593366432123,1.0,Very High
0,0,0.0,0.9998585866206712,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9888964560329399,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9992315692863406,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.6872990006741014,0.7478969949405035,0.16544255391905832,0.15957141566993815,Very High
0,0,0.0,0.9998261178434157,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7377797560147548,1.0,Very High
0,0,0.0,0.9998590234658528,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9926553235143499,1.0,Very High
0,0,0.0,0.9991937608789944,1,0,1.0,0.9999999999586942,1.0,0.0,0.6455560253027359,1.0,1.0,0.0,0.0,Very High
0,0,0.0,0.9998525924858437,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9384605354909521,1.0,Very High
0,0,0.0,0.9998332613254226,1,0,1.0,0.9999999999586942,1.0,0.0,0.9323371108461322,1.0,1.0,0.9085862020050697,0.9051569421004246,Very High
0,0,0.0,0.9998585866206712,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9888964560329399,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998547630071127,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9564829161302753,1.0,Very High
0,0,0.0,0.9998453863196476,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8804733757917539,1.0,Very High
0,0,0.0,0.999843000016908,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8618652693318875,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.999838388952575,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8618652693318875,0.9645125264930775,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998453863196476,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8804733757917539,1.0,Very High
0,0,5.853554564023402e-05,0.9988039356359604,1,0,0.9999262358636505,0.9990925245876621,1.0,0.0008257454877724638,1.0,0.5444445041768006,0.5927734100912584,0.0,0.0,Very High
0,0,0.0,0.999304065092805,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.8230044351897612,0.7772759437351842,0.16544255391905832,0.15957141566993815,Very High
0,0,0.004532913820746413,0.9992821019836774,1,0,0.994287804624065,0.9581849314557914,0.995,0.06394461848784819,1.0,0.7094162471738483,0.7440521830119051,0.26222024398524546,0.4124861256937784,Very High
0,0,0.0,0.9993576603894863,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.6466654184924193,0.7440521830119051,0.16544255391905832,0.4124861256937784,Very High
0,0,0.0,0.9998430538869812,1,0,1.0,0.9999999999586942,1.0,0.0,0.9323371108461322,1.0,1.0,0.9607836298196241,0.9266878462105154,Very High
0,0,0.0,0.9998363963814199,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8118085119388826,1.0,Very High
0,0,0.0,0.999853153751933,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9430953054308994,1.0,Very High
0,0,0.0,0.9997730049314106,1,0,1.0,0.9999999999586942,1.0,0.0,0.7940765255793599,1.0,1.0,0.7585479057424205,0.7316289570336548,Very High
0,0,0.0,0.9997223453777185,1,0,1.0,0.9999999999586942,1.0,0.0,0.7276862726712652,1.0,1.0,0.6463659580198243,0.6234280632088192,Very High
0,0,0.0,0.9998522988011457,1,0,1.0,0.9999999999586942,1.0,0.0,0.9814872851339357,1.0,1.0,0.9888964560329399,0.9538030192483813,Very High
0,0,0.0,0.9992402893087907,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.7094162471738483,0.7440521830119051,0.16544255391905832,0.15957141566993815,Very High
0,0,0.0,0.9990954997387055,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.6466654184924193,0.7440521830119051,0.0,0.15957141566993815,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998148921296424,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.6617702156762333,1.0,Very High
0,0,0.0,0.999830430228995,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7682914280691576,1.0,Very High
0,0,0.0,0.9998585866206712,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9888964560329399,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998475641441952,1,0,1.0,0.9999999999586942,1.0,0.0,0.961300271019653,1.0,1.0,0.9732394898806203,0.938701679267591,Very High
0,0,0.0,0.9998403701764715,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.841682845424765,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998228314083192,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7150308218726955,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9996384298289627,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.8230044351897612,0.7772759437351842,0.5723372020956964,0.5520264007992992,Very High
0,0,0.0,0.9998447700138889,1,0,1.0,0.9999999999586942,1.0,0.0,0.9456752261535425,1.0,1.0,0.9650082206723872,0.9307625170073135,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9997350939883981,1,0,1.0,0.9999999999586942,1.0,0.0,0.8824986554070333,1.0,1.0,0.464455968062449,0.8049411108231395,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.08806036285358154,0.9935958120724759,1,0,0.8890298784871756,0.5700377918639257,0.905,0.27237624983539194,1.0,0.5222648122155836,0.5836467887121761,0.16544255391905832,0.2529147100238403,High
0,0,0.026496617861002023,0.998008574392134,1,0,0.9666100296610954,0.8234938755883013,0.975,0.15112656293850005,1.0,0.5083370584001429,0.5836467887121761,0.16544255391905832,0.2529147100238403,Very High
0,0,0.24473135223223835,0.9381717406084047,1,0,0.6915994095962921,0.19717978375047207,0.74,0.4084867652881551,1.0,0.22544298838829965,0.5836467887121761,0.0,0.2529147100238403,Medium
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998170836483407,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.6762402915057067,1.0,Very High
0,0,0.0,0.9998170836483407,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.6762402915057067,1.0,Very High
0,0,0.0,0.9998317317562814,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7776527515118411,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998428829119701,1,0,1.0,0.9999999999586942,1.0,0.0,0.9288742964146091,1.0,1.0,0.9607836298196241,0.9266878462105154,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.999841276649694,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8486016820970278,1.0,Very High
0,0,0.0,0.9997989455391171,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.5931053518233621,0.9679744397014558,Very High
0,0,0.6571946675160447,0.698565406075636,1,0,0.17182975690101263,0.07252204935077666,0.31,0.43779640552490673,0.5894256874044926,0.6763600912626928,0.7440521830119051,0.33088510783811664,0.3705133531849789,Low
0,0,0.05965218971967076,0.9963704270991793,1,0,0.9248287137687091,0.6739373077200268,0.935,0.22650040262439902,0.5894256874044926,0.5593853784765329,0.7440521830119051,0.16544255391905832,0.3705133531849789,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.999850826334643,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9239904596614789,1.0,Very High
0,0,0.0,0.9998394312299129,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8345574460809417,1.0,Very High
0,0,0.0,0.9998580952755225,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,0.9845436670574951,Very High
0,0,0.0,0.9998567524035441,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9732394898806203,1.0,Very High
0,0,0.0,0.9995045351912165,1,0,1.0,0.9999999999586942,1.0,0.0,0.961300271019653,0.8230044351897612,0.7772759437351842,0.3841457140345788,0.3705133531849789,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9991741195260435,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.6354784215960501,0.6742370771369368,0.16544255391905832,0.15957141566993815,Very High
0,0,0.0,0.9990560017303136,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.6394044691666131,0.6742370771369368,0.0,0.15957141566993815,Very High
0,0,0.0,0.9997927411679604,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.5244404879704909,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998542385046386,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9521032858747946,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998542385046386,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9521032858747946,1.0,Very High
0,0,0.0,0.9998567524035441,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9732394898806203,1.0,Very High
0,0,0.0,0.9990523798928499,1,0,1.0,0.9999999999586942,1.0,0.0,0.8646213522265567,0.8230044351897612,0.7772759437351842,0.0,0.0,Very High
0,0,0.0,0.9998475675265238,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8977350992588877,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9997982968993524,1,0,1.0,0.9999999999586942,1.0,0.0,0.8182457112189808,1.0,1.0,0.8272127695952917,0.7978570783496908,Very High
0,0,0.0,0.9998557785878399,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9650082206723872,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998547630071127,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9564829161302753,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998245214504434,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7266762120476944,1.0,Very High
0,0,0.0,0.9998514293892039,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.928911936124898,1.0,Very High
0,0,0.0,0.9998594522198795,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9963559116273615,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998585866206712,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9888964560329399,1.0,Very High
0,0,0.008542732297487423,0.9985773687036089,1,0,0.9892347929263029,0.92903038135842,0.99,0.08500203634103225,0.9948653587663187,0.7094162471738483,0.7440521830119051,0.0,0.0,Very High
0,0,0.2087668173972671,0.9715772036991808,1,0,0.7369204674645727,0.2608810652265068,0.78,0.3837861654213953,1.0,0.7224638036365012,0.6823216385906767,0.16544255391905832,0.15957141566993815,High
0,0,0.0,0.9998580952755225,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,0.9845436670574951,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9988085856620561,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.5444445041768006,0.5927734100912584,0.0,0.0,Very High
0,0,0.0,0.9998594159661702,1,0,1.0,0.9999999999586942,1.0,0.0,0.9974474344242616,1.0,1.0,1.0,0.9969906383233496,Very High
0,0,0.03487974023800905,0.9984994812832232,1,0,0.9560459565788607,0.7816980379240481,0.975,0.17140998016033362,1.0,0.7224638036365012,0.6823216385906767,0.3841457140345788,0.3705133531849789,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998495738383735,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9138321967402218,1.0,Very High
0,0,0.0,0.9997596309651913,1,0,1.0,0.9999999999586942,1.0,0.0,0.8347975086879766,1.0,1.0,0.7150308218726955,0.6896561845248552,Very High
0,0,0.0,0.9998458038971546,1,0,1.0,0.9999999999586942,1.0,0.0,0.9456752261535425,1.0,1.0,0.9691593366432123,0.9347663203600998,Very High
0,0,0.0,0.9998148921296424,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.6617702156762333,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9995913778853356,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.8230044351897612,0.7772759437351842,0.49632766175717496,0.47871424700981446,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.999844615377139,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8744304415780281,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998366004508534,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.841682845424765,0.9713850634164607,Very High
0,0,0.0,0.9997214968254085,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.16544255391905832,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998482544300212,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.9032223099338129,1.0,Very High
0,0,0.0,0.9998276296933795,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7483896428211634,1.0,Very High
0,0,0.0,0.9998216302655367,1,0,1.0,0.9999999999586942,1.0,0.0,0.9582614886765907,1.0,1.0,0.803716782724154,0.918315545741459,Very High
0,0,0.0,0.9997428185193462,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.26222024398524546,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998290648723726,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.7585479057424205,1.0,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998346315827055,1,0,1.0,0.9999999999586942,1.0,0.0,0.9948653587663187,1.0,1.0,0.803716782724154,0.9969906383233496,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9998438204131811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.8682305306062001,1.0,Very High
0,0,0.0,0.9998147060556667,1,0,1.0,0.9999999999586942,1.0,0.0,0.910705987255712,1.0,1.0,0.8618652693318875,0.8312798484199354,Very High
0,0,0.0,0.9998403701764715,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,0.841682845424765,1.0,Very High
0,0,0.01614277130534646,0.9989517526942879,1,0,0.9796575299571892,0.8808024992417335,0.99,0.11279523709233659,1.0,0.7224638036365012,0.6823216385906767,0.33088510783811664,0.3191428313398763,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9992402893087907,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.7094162471738483,0.7440521830119051,0.16544255391905832,0.15957141566993815,Very High
0,0,0.0,0.9990954997387055,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.6466654184924193,0.7440521830119051,0.0,0.15957141566993815,Very High
0,0,0.0,0.9998598731536811,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Very High
0,0,0.0,0.9995105255482281,1,0,1.0,0.9999999999586942,1.0,0.0,1.0,0.8230044351897612,0.7772759437351842,0.3841457140345788,0.3705133531849789,Very High
